id,project_id_1,project_id_2,similarity
61,b648b14d-9e69-47eb-b064-65864f14d2ad,85ee1388-dbdc-43e6-ab99-a68daa31af02,63.122254610061646
62,85ee1388-dbdc-43e6-ab99-a68daa31af02,b648b14d-9e69-47eb-b064-65864f14d2ad,63.122254610061646
63,b5f4f2a9-c709-41b3-89b9-900dd61df38d,85ee1388-dbdc-43e6-ab99-a68daa31af02,63.122254610061646
64,85ee1388-dbdc-43e6-ab99-a68daa31af02,b5f4f2a9-c709-41b3-89b9-900dd61df38d,63.122254610061646
65,fd31f04e-fb49-462b-ae76-04332940b1a3,85ee1388-dbdc-43e6-ab99-a68daa31af02,16.22205674648285
66,85ee1388-dbdc-43e6-ab99-a68daa31af02,fd31f04e-fb49-462b-ae76-04332940b1a3,16.22205674648285
67,fd31f04e-fb49-462b-ae76-04332940b1a3,b5f4f2a9-c709-41b3-89b9-900dd61df38d,21.616268157958984
68,b5f4f2a9-c709-41b3-89b9-900dd61df38d,fd31f04e-fb49-462b-ae76-04332940b1a3,21.616268157958984
69,6292097d-679b-4177-b47f-d3dce062dfbe,85ee1388-dbdc-43e6-ab99-a68daa31af02,5.487748607993126
70,85ee1388-dbdc-43e6-ab99-a68daa31af02,6292097d-679b-4177-b47f-d3dce062dfbe,5.487748607993126
71,6292097d-679b-4177-b47f-d3dce062dfbe,b5f4f2a9-c709-41b3-89b9-900dd61df38d,13.795885443687439
72,b5f4f2a9-c709-41b3-89b9-900dd61df38d,6292097d-679b-4177-b47f-d3dce062dfbe,13.795885443687439
73,6292097d-679b-4177-b47f-d3dce062dfbe,fd31f04e-fb49-462b-ae76-04332940b1a3,68.33915710449219
74,fd31f04e-fb49-462b-ae76-04332940b1a3,6292097d-679b-4177-b47f-d3dce062dfbe,68.33915710449219
75,98562ba0-13a7-488a-9ee1-8c830ae6bb24,85ee1388-dbdc-43e6-ab99-a68daa31af02,5.487748607993126
76,85ee1388-dbdc-43e6-ab99-a68daa31af02,98562ba0-13a7-488a-9ee1-8c830ae6bb24,5.487748607993126
77,98562ba0-13a7-488a-9ee1-8c830ae6bb24,b5f4f2a9-c709-41b3-89b9-900dd61df38d,13.795885443687439
78,b5f4f2a9-c709-41b3-89b9-900dd61df38d,98562ba0-13a7-488a-9ee1-8c830ae6bb24,13.795885443687439
79,98562ba0-13a7-488a-9ee1-8c830ae6bb24,fd31f04e-fb49-462b-ae76-04332940b1a3,68.33915710449219
80,fd31f04e-fb49-462b-ae76-04332940b1a3,98562ba0-13a7-488a-9ee1-8c830ae6bb24,68.33915710449219
81,98562ba0-13a7-488a-9ee1-8c830ae6bb24,6292097d-679b-4177-b47f-d3dce062dfbe,100.00002384185791
82,6292097d-679b-4177-b47f-d3dce062dfbe,98562ba0-13a7-488a-9ee1-8c830ae6bb24,100.00002384185791
83,6f4d7952-e992-4233-8b3e-bc93ff13a9a9,23be848c-4647-4c9c-943d-8baaba38bb6c,72.40264415740967
84,23be848c-4647-4c9c-943d-8baaba38bb6c,6f4d7952-e992-4233-8b3e-bc93ff13a9a9,72.40264415740967
